,team,season,Opponent,result,home score,away score,AGI,KAGI,Chance create,Total shots,Acc. Shots,Ball possession,Offence CBP,Pass CBP,Capture P,Defence P,Shots on target,Shots by PK,Passes,Acc. passes,Crosses,Acc. Crosses,Direct FK,Indirect FK,CK,throw-ins,Acc. throw-ins,Dribbles,Acc. Dribbles,Tackles,Acc. Tackles,Clearances,Interceptions,Offsides,Yellow cards,Red cards,Entries of 30m line,Entries of Penalty area,Total running distance,Sprints,Attack times
66,ka-f,2016,鹿島,0,1,0,33,33,6.0,7,14.3,50.7,12.50,11.58,72.54,17.81,3,0,526,80.0,4,25.0,13,4,2,15,100.0,7,28.6,17,76.5,38,1,3,1,0,30,7,116123,170,116
67,ka-f,2016,Ｇ大阪,2,2,3,48,62,16.0,21,9.5,53.4,19.85,15.15,114.93,11.16,8,0,596,84.2,7,57.1,14,5,3,15,93.3,18,55.6,25,92.0,18,9,3,2,0,49,13,111439,166,131
68,ka-f,2017,大宮,0,2,0,43,57,7.9,9,22.2,57.9,20.04,17.83,88.69,15.06,3,0,757,87.1,7,14.3,6,4,5,15,86.7,14,50.0,14,92.9,27,2,4,1,0,50,12,111439,102,114
69,ka-f,2017,鳥栖,1,1,1,49,45,11.5,15,6.7,60.4,21.96,19.16,100.96,18.76,3,0,724,82.7,14,14.3,14,2,8,16,100.0,11,63.6,19,89.5,35,3,5,2,0,58,14,112996,131,130
70,ka-f,2017,柏,0,2,1,49,50,11.1,15,13.3,57.5,20.85,19.27,120.31,18.65,6,0,712,82.2,12,0.0,11,4,7,21,81.0,9,66.7,29,69.0,27,4,7,2,0,54,14,112102,164,135
71,ka-f,2017,FC東京,2,0,3,47,47,7.9,11,0.0,56.7,18.53,15.54,88.70,15.21,4,0,638,82.1,11,18.2,24,6,4,26,96.2,8,87.5,16,75.0,18,2,1,0,0,49,10,112102,139,140
72,ka-f,2017,仙台,0,2,0,58,62,17.1,20,10.0,46.1,18.32,13.56,74.43,18.31,6,0,461,77.4,14,28.6,12,3,8,25,84.0,14,57.1,22,50.0,24,1,5,2,0,39,21,112102,193,117
73,ka-f,2017,甲府,1,1,1,64,53,14.4,18,5.6,63.3,24.57,20.32,66.32,7.87,8,0,711,83.4,19,15.8,16,4,7,28,96.4,18,61.1,12,83.3,18,0,4,2,0,76,21,107360,123,125
74,ka-f,2017,札幌,1,1,1,53,45,9.4,11,9.1,59.2,17.59,16.43,73.22,13.66,5,1,579,85.0,13,0.0,13,2,6,20,85.0,14,35.7,14,78.6,19,4,3,1,0,58,13,107360,140,117
75,ka-f,2017,清水,1,2,2,54,62,13.9,16,12.5,68.1,33.04,28.06,104.22,11.34,2,0,979,87.6,17,23.5,8,2,4,18,100.0,21,47.6,23,87.0,20,3,3,1,0,82,18,116383,144,115
76,ka-f,2017,Ｃ大阪,2,0,2,49,32,9.1,10,0.0,52.6,18.88,17.00,79.21,15.64,3,1,616,84.3,11,9.1,12,3,3,19,94.7,9,44.4,22,77.3,22,0,1,0,0,51,10,116383,119,110
77,ka-f,2017,新潟,0,3,0,39,45,6.3,8,37.5,56.1,17.06,14.25,80.21,13.37,4,0,627,79.1,10,10.0,15,5,2,26,96.2,13,61.5,20,70.0,23,2,2,0,0,30,9,109848,139,128
78,ka-f,2017,磐田,0,2,0,47,51,10.7,11,18.2,53.4,16.80,15.92,72.54,11.82,3,0,578,89.4,10,0.0,7,1,6,16,100.0,14,42.9,11,72.7,29,2,0,2,0,36,19,109848,152,103
79,ka-f,2017,鹿島,0,3,0,28,34,7.1,10,30.0,50.3,12.85,11.59,97.46,18.50,5,0,584,82.7,4,25.0,10,2,0,29,100.0,7,28.6,27,70.4,37,2,1,0,0,32,7,109848,155,141
80,ka-f,2017,横浜FM,2,0,2,60,52,14.4,15,0.0,60.4,25.94,22.66,63.67,12.29,6,0,764,89.4,19,21.1,7,0,2,16,87.5,11,63.6,19,57.9,28,1,3,3,0,83,18,109848,166,104
81,ka-f,2017,広島,0,1,0,40,57,6.2,6,16.7,51.5,20.96,19.66,52.61,13.98,3,0,705,88.2,3,33.3,7,3,2,18,100.0,3,66.7,10,80.0,24,3,2,1,0,57,9,107214,113,97
82,ka-f,2017,Ｇ大阪,1,1,1,56,56,20.5,25,4.0,53.3,24.30,17.03,94.07,12.58,5,0,582,82.5,11,63.6,11,0,2,22,100.0,23,69.6,24,62.5,11,5,1,0,0,59,19,107214,155,122
